"","year","week","zone","spp","mosq","n_trap","abund"
"1016",2023,24,"SE","Pipiens",22,13,1.69
"1017",2023,24,"SE","Tarsalis",113,13,8.69
"1018",2023,24,"SW","All",59,7,8.43
"1019",2023,24,"SW","Pipiens",11,7,1.57
"1020",2023,24,"SW","Tarsalis",48,7,6.86
"1021",2023,25,"BC","All",120,5,24
"1022",2023,25,"BC","Tarsalis",120,5,24
"1023",2023,25,"BE","All",490,5,98
"1024",2023,25,"BE","Pipiens",7,5,1.4
"1025",2023,25,"BE","Tarsalis",483,5,96.6
"1026",2023,25,"LV","All",1536,34,45.18
"1027",2023,25,"LV","Pipiens",59,34,1.74
"1028",2023,25,"LV","Tarsalis",1477,34,43.44
"1029",2023,25,"NE","All",147,10,14.7
"1030",2023,25,"NE","Pipiens",21,10,2.1
"1031",2023,25,"NE","Tarsalis",126,10,12.6
"1032",2023,25,"NW","All",162,8,20.25
"1033",2023,25,"NW","Pipiens",39,8,4.88
"1034",2023,25,"NW","Tarsalis",123,8,15.38
"1035",2023,25,"SE","All",438,15,29.2
"1036",2023,25,"SE","Pipiens",19,15,1.27
"1037",2023,25,"SE","Tarsalis",419,15,27.93
"1038",2023,25,"SW","All",63,9,7
"1039",2023,25,"SW","Pipiens",20,9,2.22
"1040",2023,25,"SW","Tarsalis",43,9,4.78
"1041",2023,26,"BC","All",225,5,45
"1042",2023,26,"BC","Tarsalis",225,5,45
"1043",2023,26,"BE","All",4244,5,848.8
"1044",2023,26,"BE","Pipiens",20,5,4
"1045",2023,26,"BE","Tarsalis",4224,5,844.8
"1046",2023,26,"LV","All",8791,37,237.59
"1047",2023,26,"LV","Pipiens",159,37,4.3
"1048",2023,26,"LV","Tarsalis",8632,37,233.3
"1049",2023,26,"NE","All",1285,10,128.5
"1050",2023,26,"NE","Pipiens",100,10,10
"1051",2023,26,"NE","Tarsalis",1185,10,118.5
"1052",2023,26,"NW","All",1140,9,126.67
"1053",2023,26,"NW","Pipiens",30,9,3.33
"1054",2023,26,"NW","Tarsalis",1110,9,123.33
"1055",2023,26,"SE","All",3343,15,222.87
"1056",2023,26,"SE","Pipiens",80,15,5.33
"1057",2023,26,"SE","Tarsalis",3263,15,217.53
"1058",2023,26,"SW","All",869,8,108.62
"1059",2023,26,"SW","Pipiens",44,8,5.5
"1060",2023,26,"SW","Tarsalis",825,8,103.12
"1061",2023,27,"BC","All",343,5,68.6
"1062",2023,27,"BC","Tarsalis",343,5,68.6
"1063",2023,27,"BE","All",3562,5,712.4
"1064",2023,27,"BE","Pipiens",6,5,1.2
"1065",2023,27,"BE","Tarsalis",3556,5,711.2
"1066",2023,27,"LV","All",14539,29,501.34
"1067",2023,27,"LV","Pipiens",212,29,7.31
"1068",2023,27,"LV","Tarsalis",14327,29,494.03
"1069",2023,27,"NE","All",2043,10,204.3
"1070",2023,27,"NE","Pipiens",111,10,11.1
"1071",2023,27,"NE","Tarsalis",1932,10,193.2
"1072",2023,27,"NW","All",257,9,28.56
"1073",2023,27,"NW","Pipiens",66,9,7.33
"1074",2023,27,"NW","Tarsalis",191,9,21.22
"1075",2023,27,"SE","All",5419,15,361.27
"1076",2023,27,"SE","Pipiens",100,15,6.67
"1077",2023,27,"SE","Tarsalis",5319,15,354.6
"1078",2023,27,"SW","All",233,8,29.12
"1079",2023,27,"SW","Pipiens",26,8,3.25
"1080",2023,27,"SW","Tarsalis",207,8,25.88
"1081",2023,28,"BC","All",294,6,49
"1082",2023,28,"BC","Tarsalis",294,6,49
"1083",2023,28,"BE","All",5280,5,1056
"1084",2023,28,"BE","Pipiens",145,5,29
"1085",2023,28,"BE","Tarsalis",5135,5,1027
"1086",2023,28,"LV","All",7276,36,202.11
"1087",2023,28,"LV","Pipiens",317,36,8.81
"1088",2023,28,"LV","Tarsalis",6959,36,193.31
"1089",2023,28,"NE","All",1283,10,128.3
"1090",2023,28,"NE","Pipiens",222,10,22.2
"1091",2023,28,"NE","Tarsalis",1061,10,106.1
"1092",2023,28,"NW","All",1528,8,191
"1093",2023,28,"NW","Pipiens",115,8,14.38
"1094",2023,28,"NW","Tarsalis",1413,8,176.62
"1095",2023,28,"SE","All",6585,15,439
"1096",2023,28,"SE","Pipiens",298,15,19.87
"1097",2023,28,"SE","Tarsalis",6287,15,419.13
"1098",2023,28,"SW","All",2385,9,265
"1099",2023,28,"SW","Pipiens",59,9,6.56
"1100",2023,28,"SW","Tarsalis",2326,9,258.44
"1101",2023,29,"BC","All",294,5,58.8
"1102",2023,29,"BC","Pipiens",49,5,9.8
"1103",2023,29,"BC","Tarsalis",245,5,49
"1104",2023,29,"BE","All",4005,5,801
"1105",2023,29,"BE","Pipiens",31,5,6.2
"1106",2023,29,"BE","Tarsalis",3974,5,794.8
"1107",2023,29,"LV","All",26319,36,731.08
"1108",2023,29,"LV","Pipiens",596,36,16.56
"1109",2023,29,"LV","Tarsalis",25723,36,714.53
"1110",2023,29,"NE","All",4734,10,473.4
"1111",2023,29,"NE","Pipiens",265,10,26.5
"1112",2023,29,"NE","Tarsalis",4469,10,446.9
"1113",2023,29,"NW","All",2055,7,293.57
"1114",2023,29,"NW","Pipiens",118,7,16.86
"1115",2023,29,"NW","Tarsalis",1937,7,276.71
"1116",2023,29,"SE","All",6908,15,460.53
"1117",2023,29,"SE","Pipiens",134,15,8.93
"1118",2023,29,"SE","Tarsalis",6774,15,451.6
"1119",2023,29,"SW","All",2575,9,286.11
"1120",2023,29,"SW","Pipiens",177,9,19.67
"1121",2023,29,"SW","Tarsalis",2398,9,266.44
"1122",2023,30,"BC","All",294,6,49
"1123",2023,30,"BC","Tarsalis",294,6,49
"1124",2023,30,"BE","All",693,5,138.6
"1125",2023,30,"BE","Pipiens",24,5,4.8
"1126",2023,30,"BE","Tarsalis",669,5,133.8
"1127",2023,30,"LV","All",10166,36,282.39
"1128",2023,30,"LV","Pipiens",301,36,8.36
"1129",2023,30,"LV","Tarsalis",9865,36,274.03
"1130",2023,30,"NE","All",3273,10,327.3
"1131",2023,30,"NE","Pipiens",504,10,50.4
"1132",2023,30,"NE","Tarsalis",2769,10,276.9
"1133",2023,30,"NW","All",676,9,75.11
"1134",2023,30,"NW","Pipiens",51,9,5.67
"1135",2023,30,"NW","Tarsalis",625,9,69.44
"1136",2023,30,"SE","All",1344,15,89.6
"1137",2023,30,"SE","Pipiens",80,15,5.33
"1138",2023,30,"SE","Tarsalis",1264,15,84.27
"1139",2023,30,"SW","All",982,8,122.75
"1140",2023,30,"SW","Pipiens",43,8,5.38
"1141",2023,30,"SW","Tarsalis",939,8,117.38
"1142",2023,31,"BC","All",564,6,94
"1143",2023,31,"BC","Tarsalis",564,6,94
"1144",2023,31,"BE","All",518,5,103.6
"1145",2023,31,"BE","Pipiens",98,5,19.6
"1146",2023,31,"BE","Tarsalis",420,5,84
"1147",2023,31,"LV","All",13532,37,365.73
"1148",2023,31,"LV","Pipiens",674,37,18.22
"1149",2023,31,"LV","Tarsalis",12858,37,347.51
"1150",2023,31,"NE","All",540,10,54
"1151",2023,31,"NE","Pipiens",182,10,18.2
"1152",2023,31,"NE","Tarsalis",358,10,35.8
"1153",2023,31,"NW","All",538,8,67.25
"1154",2023,31,"NW","Pipiens",66,8,8.25
"1155",2023,31,"NW","Tarsalis",472,8,59
"1156",2023,31,"SE","All",4416,14,315.43
"1157",2023,31,"SE","Pipiens",352,14,25.14
"1158",2023,31,"SE","Tarsalis",4064,14,290.29
"1159",2023,31,"SW","All",428,9,47.56
"1160",2023,31,"SW","Pipiens",64,9,7.11
"1161",2023,31,"SW","Tarsalis",364,9,40.44
"1162",2023,32,"BC","All",237,5,47.4
"1163",2023,32,"BC","Tarsalis",237,5,47.4
"1164",2023,32,"BE","All",636,5,127.2
"1165",2023,32,"BE","Pipiens",50,5,10
"1166",2023,32,"BE","Tarsalis",586,5,117.2
"1167",2023,32,"LV","All",4032,37,108.97
"1168",2023,32,"LV","Pipiens",755,37,20.41
"1169",2023,32,"LV","Tarsalis",3277,37,88.57
"1170",2023,32,"NE","All",367,10,36.7
"1171",2023,32,"NE","Pipiens",157,10,15.7
"1172",2023,32,"NE","Tarsalis",210,10,21
"1173",2023,32,"NW","All",243,8,30.38
"1174",2023,32,"NW","Pipiens",60,8,7.5
"1175",2023,32,"NW","Tarsalis",183,8,22.88
"1176",2023,32,"SE","All",561,15,37.4
"1177",2023,32,"SE","Pipiens",91,15,6.07
"1178",2023,32,"SE","Tarsalis",470,15,31.33
"1179",2023,32,"SW","All",162,8,20.25
"1180",2023,32,"SW","Pipiens",23,8,2.88
"1181",2023,32,"SW","Tarsalis",139,8,17.38
"1182",2023,33,"BC","All",181,5,36.2
"1183",2023,33,"BC","Tarsalis",181,5,36.2
"1184",2023,33,"BE","All",415,5,83
"1185",2023,33,"BE","Pipiens",80,5,16
"1186",2023,33,"BE","Tarsalis",335,5,67
"1187",2023,33,"LV","All",3079,37,83.22
"1188",2023,33,"LV","Pipiens",654,37,17.68
"1189",2023,33,"LV","Tarsalis",2425,37,65.54
"1190",2023,33,"NE","All",404,9,44.89
"1191",2023,33,"NE","Pipiens",201,9,22.33
"1192",2023,33,"NE","Tarsalis",203,9,22.56
"1193",2023,33,"NW","All",194,8,24.25
"1194",2023,33,"NW","Pipiens",60,8,7.5
"1195",2023,33,"NW","Tarsalis",134,8,16.75
"1196",2023,33,"SE","All",152,14,10.86
"1197",2023,33,"SE","Pipiens",34,14,2.43
"1198",2023,33,"SE","Tarsalis",118,14,8.43
"1199",2023,33,"SW","All",385,9,42.78
"1200",2023,33,"SW","Pipiens",97,9,10.78
"1201",2023,33,"SW","Tarsalis",288,9,32
"1202",2023,34,"BC","All",211,5,42.2
"1203",2023,34,"BC","Tarsalis",211,5,42.2
"1204",2023,34,"BE","All",309,5,61.8
"1205",2023,34,"BE","Pipiens",71,5,14.2
"1206",2023,34,"BE","Tarsalis",238,5,47.6
"1207",2023,34,"LV","All",2062,37,55.73
"1208",2023,34,"LV","Pipiens",587,37,15.86
"1209",2023,34,"LV","Tarsalis",1475,37,39.86
"1210",2023,34,"NE","All",198,10,19.8
"1211",2023,34,"NE","Pipiens",67,10,6.7
"1212",2023,34,"NE","Tarsalis",131,10,13.1
"1213",2023,34,"NW","All",182,9,20.22
"1214",2023,34,"NW","Pipiens",51,9,5.67
"1215",2023,34,"NW","Tarsalis",131,9,14.56
"1216",2023,34,"SE","All",712,15,47.47
"1217",2023,34,"SE","Pipiens",127,15,8.47
"1218",2023,34,"SE","Tarsalis",585,15,39
"1219",2023,34,"SW","All",286,9,31.78
"1220",2023,34,"SW","Pipiens",80,9,8.89
"1221",2023,34,"SW","Tarsalis",206,9,22.89
"1222",2023,35,"BC","All",55,3,18.33
"1223",2023,35,"BC","Pipiens",30,3,10
"1224",2023,35,"BC","Tarsalis",25,3,8.33
"1225",2023,35,"BE","All",128,5,25.6
"1226",2023,35,"BE","Pipiens",53,5,10.6
"1227",2023,35,"BE","Tarsalis",75,5,15
"1228",2023,35,"LV","All",936,36,26
"1229",2023,35,"LV","Pipiens",338,36,9.39
"1230",2023,35,"LV","Tarsalis",598,36,16.61
"1231",2023,35,"NE","All",231,10,23.1
"1232",2023,35,"NE","Pipiens",164,10,16.4
"1233",2023,35,"NE","Tarsalis",67,10,6.7
"1234",2023,35,"NW","All",91,7,13
"1235",2023,35,"NW","Pipiens",46,7,6.57
"1236",2023,35,"NW","Tarsalis",45,7,6.43
"1237",2023,35,"SE","All",90,13,6.92
"1238",2023,35,"SE","Pipiens",42,13,3.23
"1239",2023,35,"SE","Tarsalis",48,13,3.69
"1240",2023,35,"SW","All",54,9,6
"1241",2023,35,"SW","Pipiens",15,9,1.67
"1242",2023,35,"SW","Tarsalis",39,9,4.33
"1243",2023,36,"BC","All",13,5,2.6
"1244",2023,36,"BC","Tarsalis",13,5,2.6
"1245",2023,36,"LV","All",360,25,14.4
"1246",2023,36,"LV","Pipiens",192,25,7.68
"1247",2023,36,"LV","Tarsalis",168,25,6.72
"1248",2023,36,"NE","All",226,6,37.67
"1249",2023,36,"NE","Pipiens",204,6,34
"1250",2023,36,"NE","Tarsalis",22,6,3.67
"1251",2023,36,"NW","All",9,3,3
"1252",2023,36,"NW","Pipiens",4,3,1.33
"1253",2023,36,"NW","Tarsalis",5,3,1.67
"1254",2023,36,"SE","All",103,10,10.3
"1255",2023,36,"SE","Pipiens",73,10,7.3
"1256",2023,36,"SE","Tarsalis",30,10,3
"1257",2023,36,"SW","All",47,5,9.4
"1258",2023,36,"SW","Pipiens",33,5,6.6
"1259",2023,36,"SW","Tarsalis",14,5,2.8
"1260",2023,37,"NE","All",323,6,53.83
"1261",2023,37,"NE","Pipiens",312,6,52
"1262",2023,37,"NE","Tarsalis",11,6,1.83
"1263",2023,37,"NW","All",17,6,2.83
"1264",2023,37,"NW","Pipiens",17,6,2.83
"1265",2023,37,"SE","All",109,12,9.08
"1266",2023,37,"SE","Pipiens",101,12,8.42
"1267",2023,37,"SE","Tarsalis",8,12,0.67
"1268",2023,37,"SW","All",13,4,3.25
"1269",2023,37,"SW","Pipiens",9,4,2.25
"1270",2023,37,"SW","Tarsalis",4,4,1
"1271",2024,25,"BE","All",7,3,2.33
"1272",2024,25,"BE","Pipiens",1,3,0.33
"1273",2024,25,"BE","Tarsalis",6,3,2
"1274",2024,25,"LV","All",281,25,11.24
"1275",2024,25,"LV","Pipiens",22,25,0.88
"1276",2024,25,"LV","Tarsalis",259,25,10.36
"1277",2024,25,"NE","All",134,8,16.75
"1278",2024,25,"NE","Pipiens",14,8,1.75
"1279",2024,25,"NE","Tarsalis",120,8,15
"1280",2024,25,"NW","All",53,6,8.83
"1281",2024,25,"NW","Pipiens",19,6,3.17
"1282",2024,25,"NW","Tarsalis",34,6,5.67
"1283",2024,25,"SE","All",97,14,6.93
"1284",2024,25,"SE","Pipiens",1,14,0.07
"1285",2024,25,"SE","Tarsalis",96,14,6.86
"1286",2024,25,"SW","All",15,4,3.75
"1287",2024,25,"SW","Pipiens",4,4,1
"1288",2024,25,"SW","Tarsalis",11,4,2.75
"1289",2024,26,"BE","All",132,5,26.4
"1290",2024,26,"BE","Pipiens",7,5,1.4
"1291",2024,26,"BE","Tarsalis",125,5,25
"1292",2024,26,"LV","All",556,33,16.85
"1293",2024,26,"LV","Pipiens",38,33,1.15
"1294",2024,26,"LV","Tarsalis",518,33,15.7
"1295",2024,26,"NE","All",290,10,29
"1296",2024,26,"NE","Pipiens",26,10,2.6
"1297",2024,26,"NE","Tarsalis",264,10,26.4
"1298",2024,26,"NW","All",72,7,10.29
"1299",2024,26,"NW","Pipiens",29,7,4.14
"1300",2024,26,"NW","Tarsalis",43,7,6.14
"1301",2024,26,"NW",NA,0,7,0
"1302",2024,26,"SE","All",234,15,15.6
"1303",2024,26,"SE","Pipiens",22,15,1.47
"1304",2024,26,"SE","Tarsalis",212,15,14.13
"1305",2024,26,"SW","All",23,6,3.83
"1306",2024,26,"SW","Pipiens",6,6,1
"1307",2024,26,"SW","Tarsalis",17,6,2.83
"1308",2024,27,"BE","All",165,5,33
"1309",2024,27,"BE","Pipiens",16,5,3.2
"1310",2024,27,"BE","Tarsalis",149,5,29.8
"1311",2024,27,"LV","All",571,27,21.15
"1312",2024,27,"LV","Pipiens",44,27,1.63
"1313",2024,27,"LV","Tarsalis",527,27,19.52
"1314",2024,27,"LV",NA,0,27,0
"1315",2024,27,"NE","All",203,9,22.56
"1316",2024,27,"NE","Pipiens",36,9,4
"1317",2024,27,"NE","Tarsalis",167,9,18.56
"1318",2024,27,"NW","All",61,7,8.71
"1319",2024,27,"NW","Pipiens",30,7,4.29
"1320",2024,27,"NW","Tarsalis",31,7,4.43
"1321",2024,27,"SE","All",148,14,10.57
"1322",2024,27,"SE","Pipiens",21,14,1.5
"1323",2024,27,"SE","Tarsalis",127,14,9.07
"1324",2024,27,"SW","All",18,4,4.5
"1325",2024,27,"SW","Pipiens",8,4,2
"1326",2024,27,"SW","Tarsalis",10,4,2.5
"1327",2024,28,"BE","All",182,5,36.4
"1328",2024,28,"BE","Pipiens",8,5,1.6
"1329",2024,28,"BE","Tarsalis",174,5,34.8
"1330",2024,28,"LV","All",820,35,23.43
"1331",2024,28,"LV","Pipiens",134,35,3.83
"1332",2024,28,"LV","Tarsalis",686,35,19.6
"1333",2024,28,"NE","All",205,10,20.5
"1334",2024,28,"NE","Pipiens",60,10,6
"1335",2024,28,"NE","Tarsalis",145,10,14.5
"1336",2024,28,"NW","All",167,9,18.56
"1337",2024,28,"NW","Pipiens",79,9,8.78
"1338",2024,28,"NW","Tarsalis",88,9,9.78
"1339",2024,28,"SE","All",387,13,29.77
"1340",2024,28,"SE","Pipiens",82,13,6.31
"1341",2024,28,"SE","Tarsalis",305,13,23.46
"1342",2024,28,"SE",NA,0,13,0
"1343",2024,28,"SW","All",100,8,12.5
"1344",2024,28,"SW","Pipiens",26,8,3.25
"1345",2024,28,"SW","Tarsalis",74,8,9.25
"1346",2024,28,"SW",NA,0,8,0
"1347",2024,29,"BE","All",450,5,90
"1348",2024,29,"BE","Pipiens",33,5,6.6
"1349",2024,29,"BE","Tarsalis",417,5,83.4
"1350",2024,29,"LV","All",673,31,21.71
"1351",2024,29,"LV","Pipiens",76,31,2.45
"1352",2024,29,"LV","Tarsalis",597,31,19.26
"1353",2024,29,"LV",NA,0,31,0
"1354",2024,29,"NE","All",356,9,39.56
"1355",2024,29,"NE","Pipiens",67,9,7.44
"1356",2024,29,"NE","Tarsalis",289,9,32.11
"1357",2024,29,"NE",NA,0,9,0
"1358",2024,29,"NW","All",232,8,29
"1359",2024,29,"NW","Pipiens",91,8,11.38
"1360",2024,29,"NW","Tarsalis",141,8,17.62
"1361",2024,29,"SE","All",331,15,22.07
"1362",2024,29,"SE","Pipiens",62,15,4.13
"1363",2024,29,"SE","Tarsalis",269,15,17.93
"1364",2024,29,"SW","All",44,6,7.33
"1365",2024,29,"SW","Pipiens",18,6,3
"1366",2024,29,"SW","Tarsalis",26,6,4.33
"1367",2024,30,"BE","All",248,5,49.6
"1368",2024,30,"BE","Pipiens",13,5,2.6
"1369",2024,30,"BE","Tarsalis",235,5,47
"1370",2024,30,"LV","All",950,31,30.65
"1371",2024,30,"LV","Pipiens",173,31,5.58
"1372",2024,30,"LV","Tarsalis",777,31,25.06
"1373",2024,30,"LV",NA,0,31,0
"1374",2024,30,"NE","All",121,10,12.1
"1375",2024,30,"NE","Pipiens",49,10,4.9
"1376",2024,30,"NE","Tarsalis",72,10,7.2
"1377",2024,30,"NW","All",217,9,24.11
"1378",2024,30,"NW","Pipiens",157,9,17.44
"1379",2024,30,"NW","Tarsalis",60,9,6.67
"1380",2024,30,"SE","All",364,15,24.27
"1381",2024,30,"SE","Pipiens",129,15,8.6
"1382",2024,30,"SE","Tarsalis",235,15,15.67
"1383",2024,30,"SW","All",79,7,11.29
"1384",2024,30,"SW","Pipiens",48,7,6.86
"1385",2024,30,"SW","Tarsalis",31,7,4.43
"1386",2024,30,"SW",NA,0,7,0
"1387",2024,31,"BE","All",334,5,66.8
"1388",2024,31,"BE","Pipiens",11,5,2.2
"1389",2024,31,"BE","Tarsalis",323,5,64.6
"1390",2024,31,"LV","All",1192,33,36.12
"1391",2024,31,"LV","Pipiens",193,33,5.85
"1392",2024,31,"LV","Tarsalis",999,33,30.27
"1393",2024,31,"LV",NA,0,33,0
"1394",2024,31,"NE","All",294,10,29.4
"1395",2024,31,"NE","Pipiens",61,10,6.1
"1396",2024,31,"NE","Tarsalis",233,10,23.3
"1397",2024,31,"NW","All",165,8,20.62
"1398",2024,31,"NW","Pipiens",48,8,6
"1399",2024,31,"NW","Tarsalis",117,8,14.62
"1400",2024,31,"SE","All",648,15,43.2
"1401",2024,31,"SE","Pipiens",88,15,5.87
"1402",2024,31,"SE","Tarsalis",560,15,37.33
"1403",2024,31,"SW","All",110,9,12.22
"1404",2024,31,"SW","Pipiens",31,9,3.44
"1405",2024,31,"SW","Tarsalis",79,9,8.78
"1406",2024,32,"BE","All",232,5,46.4
"1407",2024,32,"BE","Pipiens",27,5,5.4
"1408",2024,32,"BE","Tarsalis",205,5,41
"1409",2024,32,"LV","All",1106,33,33.52
"1410",2024,32,"LV","Pipiens",159,33,4.82
"1411",2024,32,"LV","Tarsalis",947,33,28.7
"1412",2024,32,"LV",NA,0,33,0
"1413",2024,32,"NE","All",361,10,36.1
"1414",2024,32,"NE","Pipiens",82,10,8.2
"1415",2024,32,"NE","Tarsalis",279,10,27.9
"1416",2024,32,"NW","All",252,9,28
"1417",2024,32,"NW","Pipiens",126,9,14
"1418",2024,32,"NW","Tarsalis",126,9,14
"1419",2024,32,"SE","All",346,15,23.07
"1420",2024,32,"SE","Pipiens",123,15,8.2
"1421",2024,32,"SE","Tarsalis",223,15,14.87
"1422",2024,32,"SW","All",81,6,13.5
"1423",2024,32,"SW","Pipiens",28,6,4.67
"1424",2024,32,"SW","Tarsalis",53,6,8.83
"1425",2024,32,"SW",NA,0,6,0
"1426",2024,33,"BE","All",219,5,43.8
"1427",2024,33,"BE","Pipiens",38,5,7.6
"1428",2024,33,"BE","Tarsalis",181,5,36.2
"1429",2024,33,"LV","All",954,31,30.77
"1430",2024,33,"LV","Pipiens",203,31,6.55
"1431",2024,33,"LV","Tarsalis",751,31,24.23
"1432",2024,33,"LV",NA,0,31,0
"1433",2024,33,"NE","All",317,9,35.22
"1434",2024,33,"NE","Pipiens",85,9,9.44
"1435",2024,33,"NE","Tarsalis",232,9,25.78
"1436",2024,33,"NE",NA,0,9,0
"1437",2024,33,"NW","All",101,9,11.22
"1438",2024,33,"NW","Pipiens",43,9,4.78
"1439",2024,33,"NW","Tarsalis",58,9,6.44
"1440",2024,33,"SE","All",340,14,24.29
"1441",2024,33,"SE","Pipiens",69,14,4.93
"1442",2024,33,"SE","Tarsalis",271,14,19.36
"1443",2024,33,"SE",NA,0,14,0
"1444",2024,33,"SW","All",54,7,7.71
"1445",2024,33,"SW","Pipiens",14,7,2
"1446",2024,33,"SW","Tarsalis",40,7,5.71
"1447",2024,34,"BE","All",102,5,20.4
"1448",2024,34,"BE","Pipiens",6,5,1.2
"1449",2024,34,"BE","Tarsalis",96,5,19.2
"1450",2024,34,"LV","All",669,28,23.89
"1451",2024,34,"LV","Pipiens",149,28,5.32
"1452",2024,34,"LV","Tarsalis",520,28,18.57
"1453",2024,34,"LV",NA,0,28,0
"1454",2024,34,"NE","All",233,10,23.3
"1455",2024,34,"NE","Pipiens",73,10,7.3
"1456",2024,34,"NE","Tarsalis",160,10,16
"1457",2024,34,"NW","All",98,9,10.89
"1458",2024,34,"NW","Pipiens",49,9,5.44
"1459",2024,34,"NW","Tarsalis",49,9,5.44
"1460",2024,34,"SE","All",285,14,20.36
"1461",2024,34,"SE","Pipiens",122,14,8.71
"1462",2024,34,"SE","Tarsalis",163,14,11.64
"1463",2024,34,"SE",NA,0,14,0
"1464",2024,34,"SW","All",51,7,7.29
"1465",2024,34,"SW","Pipiens",12,7,1.71
"1466",2024,34,"SW","Tarsalis",39,7,5.57
"1467",2024,35,"BE","All",60,5,12
"1468",2024,35,"BE","Pipiens",29,5,5.8
"1469",2024,35,"BE","Tarsalis",31,5,6.2
"1470",2024,35,"LV","All",625,30,20.83
"1471",2024,35,"LV","Pipiens",325,30,10.83
"1472",2024,35,"LV","Tarsalis",300,30,10
"1473",2024,35,"LV",NA,0,30,0
"1474",2024,35,"NE","All",110,9,12.22
"1475",2024,35,"NE","Pipiens",70,9,7.78
"1476",2024,35,"NE","Tarsalis",40,9,4.44
"1477",2024,35,"NW","All",77,8,9.62
"1478",2024,35,"NW","Pipiens",49,8,6.12
"1479",2024,35,"NW","Tarsalis",28,8,3.5
"1480",2024,35,"SE","All",276,14,19.71
"1481",2024,35,"SE","Pipiens",113,14,8.07
"1482",2024,35,"SE","Tarsalis",163,14,11.64
"1483",2024,35,"SW","All",90,9,10
"1484",2024,35,"SW","Pipiens",45,9,5
"1485",2024,35,"SW","Tarsalis",45,9,5
"1486",2024,36,"NE","All",177,9,19.67
"1487",2024,36,"NE","Pipiens",134,9,14.89
"1488",2024,36,"NE","Tarsalis",43,9,4.78
"1489",2024,36,"NW","All",34,8,4.25
"1490",2024,36,"NW","Pipiens",27,8,3.38
"1491",2024,36,"NW","Tarsalis",7,8,0.88
"1492",2024,36,"NW",NA,0,8,0
"1493",2024,36,"SE","All",136,13,10.46
"1494",2024,36,"SE","Pipiens",81,13,6.23
"1495",2024,36,"SE","Tarsalis",55,13,4.23
"1496",2024,36,"SW","All",19,7,2.71
"1497",2024,36,"SW","Pipiens",13,7,1.86
"1498",2024,36,"SW","Tarsalis",6,7,0.86
"1499",2024,37,"NE","All",136,8,17
"1500",2024,37,"NE","Pipiens",111,8,13.88
"1501",2024,37,"NE","Tarsalis",25,8,3.12
"1502",2024,37,"NW","All",38,9,4.22
"1503",2024,37,"NW","Pipiens",34,9,3.78
"1504",2024,37,"NW","Tarsalis",4,9,0.44
"1505",2024,37,"SE","All",70,11,6.36
"1506",2024,37,"SE","Pipiens",39,11,3.55
"1507",2024,37,"SE","Tarsalis",31,11,2.82
"1508",2024,37,"SE",NA,0,11,0
"1509",2024,37,"SW","All",16,5,3.2
"1510",2024,37,"SW","Pipiens",9,5,1.8
"1511",2024,37,"SW","Tarsalis",7,5,1.4
"1512",2024,37,"SW",NA,0,5,0
